frame,time_sec,knee_angle_r,knee_angle_l,hip_angle_r,hip_angle_l,ankle_angle_r,ankle_angle_l,body_lean,stride_width,step_count
215,4.3,177.6751135333931,173.93115852402542,170.75944355325768,173.75792114555026,175.38535425520993,175.17248395218766,7.412786477092681,0.016586989164352417,5
216,4.32,177.17681727481266,172.6568570673386,171.11728531337454,173.6793704192152,175.78760223573818,174.19203223639457,7.367917444791664,0.016861766576766968,5
217,4.34,177.3720936690309,171.73091707211313,171.2510465458651,173.62125237129996,175.58153038794194,172.8298061890433,7.226957233205362,0.017054647207260132,5
218,4.36,177.44925201199368,170.8111964217668,171.59723554381242,173.5020225694132,175.41654890913068,170.82173004776052,6.993800618702413,0.017250657081604004,5
219,4.38,177.6448321449749,169.93885521096098,171.83492944482177,173.3898576282701,171.83343397442954,168.86170412604795,6.738774720286191,0.017445385456085205,5
220,4.4,177.99584698529182,169.64250659936016,171.91977003603517,173.18419474531893,169.35481862792702,168.4136645476832,6.5371879980703085,0.01757359504699707,5
221,4.42,178.63547829876111,169.0673177404985,171.7312289642687,173.51412762537993,167.5175320934833,168.51186605314692,6.515456707540802,0.01764574646949768,5
222,4.44,179.23593240666216,167.38616764095448,171.41817251674172,174.4466396912032,166.82560141193417,168.65480915978605,6.531679525801301,0.017560482025146484,5
223,4.46,179.70268804236852,164.2383671084192,171.07357371625082,175.44039502174977,166.58650365529022,166.42424429777063,6.428576126470491,0.017677783966064453,5
224,4.48,179.7877630058771,162.30922284346866,170.9079478827014,176.23154981876252,166.4390379528924,165.26201695387277,6.268006859252225,0.017721742391586304,5
225,4.5,179.31844998474105,159.87823521741413,170.8116534383431,177.49329845963342,165.90643273335073,164.19566443762383,6.158542076716908,0.017698019742965698,5
226,4.52,179.09193010569243,158.5622361188333,170.71112331208676,178.46214516697964,165.51988851535194,164.30520395300746,6.109693684515814,0.017548412084579468,5
227,4.54,178.63254173993013,157.59910454864695,170.55167347017647,179.65247113531416,165.13933927925072,166.06942999254363,5.87205269290306,0.017022311687469482,5
228,4.56,178.31582339061453,154.47593036785617,170.68213915760606,179.06900198348023,164.44750762268185,165.0101339949738,5.6791488853786865,0.01669129729270935,5
229,4.58,177.84316836276017,154.53476571182242,170.56786609062925,178.8293184695963,164.63226476837636,166.41517808785827,5.5048722808149035,0.01626574993133545,5
230,4.6,177.20677797567274,156.56867627717202,170.03387793626325,178.4196534403701,164.99858069976588,170.50392692908028,5.514437670426636,0.015482962131500244,5
231,4.62,176.35537316993145,155.1647583945441,169.74041376387544,177.75908301135755,165.5166008324999,169.47284660635444,5.35180573414848,0.015432626008987427,5
232,4.64,175.3095507954203,155.22290588183876,169.3727209465716,177.82710322732572,165.61745329693224,168.32311425145198,5.1769201637447795,0.015359073877334595,5
233,4.66,174.78185271333416,156.67516527501854,169.23504608277906,178.44796520207242,165.54903286587344,168.73875660963856,4.941485515109203,0.01484563946723938,5
234,4.68,174.5917127102197,157.92803711501526,169.0160621628509,178.71973159934555,165.4086629793142,169.97461528398478,4.73664854334012,0.014295697212219238,6
235,4.7,174.37550634175832,158.37303446155116,168.99410326000273,178.84571248774924,165.78913634522988,172.26285290434745,4.517019994042597,0.013758957386016846,6
236,4.72,173.62552566198005,158.9531969242372,168.9197970975806,178.70716071280629,164.82234547324515,172.38941654531445,4.369247969319373,0.013268083333969116,6
237,4.74,173.21680716120548,158.45700714043795,168.87639169545818,178.69772585223623,164.59171841219646,172.02935297639468,4.157924424793354,0.01315760612487793,6
238,4.76,173.34173987971343,158.40236781728234,168.78323021707794,178.33449965636916,163.51038576720507,171.20532027555205,3.924239558174717,0.01271095871925354,6
239,4.78,173.3951861702455,159.86940514760897,168.70020154068402,178.51894640560937,162.72586628692784,170.6590067945299,3.729024910065171,0.012048691511154175,6
240,4.8,174.2415141250347,159.78241197390855,168.7847070635271,177.89269557707024,161.52030068706136,167.95552602607663,3.6480256460992173,0.011527389287948608,6
241,4.82,174.95018466600027,159.45663875033057,168.53961508104075,177.14259794667169,161.5987187015716,167.96766792901258,3.6208915849182324,0.01116710901260376,6
242,4.84,175.895556941601,160.02359548224206,168.4992131720861,176.81795761227173,160.9909779184817,168.9998745524224,3.524275768989867,0.010771036148071289,6
243,4.86,176.43874497845442,160.0372920331693,168.6635128784536,176.60915022752917,160.22937154846767,168.11190292168257,3.399917628631647,0.010678261518478394,6
244,4.88,177.1488270652175,160.99637856571212,168.5893295469115,176.73690749781224,160.65110915596512,169.75240675721034,3.2874436517441956,0.010267466306686401,6
245,4.9,178.5051331651048,162.35790930662253,168.65420117646187,177.1032691782965,164.02492056164473,171.8315936491395,3.09013497634881,0.010263383388519287,6
246,4.92,177.77900902370843,163.42030437627707,168.29812178539757,177.42107669273193,161.2360044576356,173.0156761675896,2.9025752276013,0.009831219911575317,6
247,4.94,177.46567656374887,164.4460381122428,168.1262127266559,177.68000601498818,159.98859274540592,173.61602614693354,2.673538498559854,0.009489715099334717,6
248,4.96,176.90037844121963,164.16563593468197,168.00122988651117,177.693319982585,159.88164737173804,172.00104531419188,2.398323594310314,0.009462952613830566,6
249,4.98,175.51251348433473,164.11555306762568,167.80910686168315,177.93764487912517,159.9671055267177,171.75532876724023,2.081100118561873,0.009481728076934814,6
250,5.0,174.4724624451476,163.72323075727596,167.67713187259025,178.05066201095872,160.04125974596965,170.80479345287995,1.8132878037884952,0.00951436161994934,6
251,5.02,174.05696731254037,163.55847104943123,167.49806868723178,178.08695698582338,161.29058293087937,174.6307271075298,1.33552083703627,0.00921681523323059,6
252,5.04,174.2826913439842,163.6088797929714,167.44521995861746,178.09113225551027,163.46326159403887,174.83555649393608,0.9256216208389455,0.009296327829360962,6
253,5.06,175.0420126610175,164.06363990581576,167.33092276378565,178.00288319171182,165.10295602435176,174.46334121784724,0.7551688235621253,0.009415417909622192,6
254,5.08,177.16046889907338,165.20139504879617,167.58742379134085,178.30400187293165,168.32076034360284,175.4795344216795,0.5415229670706664,0.009875595569610596,6
255,5.1,177.6538377164071,165.4628826063102,168.09168319605325,178.51747205678348,168.41598964018874,176.0672670054343,0.25151698415620344,0.009563595056533813,6
256,5.12,178.22269632729746,166.08588051147305,168.4281636770133,178.52482104133637,169.05117598191623,177.5859175899895,0.13241893248638772,0.009580731391906738,7
257,5.14,179.7524426507054,166.3524419115695,168.89134836065455,178.65317537152123,172.14437007951753,177.9867789022767,0.03405548520188443,0.010148733854293823,7
258,5.16,177.6528811856255,166.29192305097394,169.29524367116792,178.73157729821327,175.9586642268384,178.34872454497366,0.05320075015238442,0.010997533798217773,7
259,5.18,176.00519739435651,166.82646765598346,170.08028248004803,178.83289122797663,175.2171827705884,179.04058806906357,0.2981076549531076,0.011202007532119751,7
260,5.2,174.85893186224882,167.13993437025297,170.9985294908132,179.16967763698423,174.86729189963484,178.352839593622,0.6414453123668289,0.011419951915740967,7
261,5.22,174.26176865472468,168.06682945566544,171.65642679062387,179.9563236437526,175.09565240269407,176.54082669120245,0.9648476014639222,0.011618643999099731,7
262,5.24,174.24636496937995,169.4225990195582,171.45313966439295,179.12807945039359,177.1052429929918,174.03668039792774,1.033459725904635,0.01184767484664917,7
263,5.26,173.11922011191734,170.62291559417724,171.6925920638787,178.245768655221,179.8138140600844,171.72828176017498,1.226405153534036,0.012272864580154419,7
264,5.28,171.82847388761442,172.0028039372238,171.68865115417654,177.20100719967644,177.04140383714912,170.5673851253853,1.4443403057612614,0.012878000736236572,8
265,5.3,169.77170313662663,173.04373503458245,171.69434863956783,176.54837619784533,172.84980142618465,170.35879154319792,1.6105012277700854,0.013517975807189941,8
266,5.32,168.7611629963789,174.06956407341858,171.41190302105258,175.83700516194415,170.53551275005654,171.21209190473513,1.7413747664846717,0.014177799224853516,8
267,5.34,168.4175349030542,174.33451184431695,170.9301667468295,175.27476516378343,168.31367470393062,173.0748245605081,1.9222776247319582,0.01510283350944519,8
268,5.36,167.39791224599492,174.1733710111233,170.94654469400243,174.8638723933406,165.81751211165462,174.68212960970544,2.182069290233368,0.015799134969711304,8
269,5.38,167.42808818682903,175.12460189428438,171.10887276162535,174.07100261709752,165.89156839962706,174.03349703928106,2.395821388028593,0.01579567790031433,8
270,5.4,167.1139045359915,176.4388086169333,171.17395531399632,173.24688604890628,165.05200795286032,172.79450140626133,2.5236220045058313,0.01591619849205017,8
271,5.42,166.65132122772008,176.84961675013403,171.2645404807005,172.81051811902196,163.21663833992508,171.1677502966041,2.748618278318089,0.01618841290473938,8
272,5.44,164.52854963782846,178.05429340410163,171.41919990530616,172.12706593253426,160.16197015284152,169.10867673611216,2.826133839649215,0.016552865505218506,8
273,5.46,164.17998158396466,178.86399508756688,171.83986222205306,171.6474157930137,160.2593760627549,168.92654303635996,2.9972874425487825,0.016674935817718506,8
274,5.48,163.7809377308338,179.22317358466447,172.67616076476685,171.23289072948134,159.2862856751259,167.8186727235925,3.35989239641859,0.017012953758239746,8
275,5.5,161.06460106634017,179.92792939110436,173.39780876023198,170.55357533854848,156.52732423261762,165.6195508197813,3.6398853079150792,0.017333269119262695,8
276,5.52,155.39490520673183,179.51439751513377,173.8919300787846,170.12675103929845,151.766065484265,165.26352149603454,3.8184744204011234,0.017819195985794067,8
277,5.54,147.0494041627335,178.84339057915108,173.8839482898017,169.65571545407815,142.95232864004393,165.14128686103308,3.8938818955100767,0.018835246562957764,8
278,5.56,143.33724739722877,178.07776256302134,174.0190488275664,169.2736667214604,137.7546676217016,165.25565492214372,3.921744850632899,0.019546210765838623,8
279,5.58,140.8140269064855,177.09287308545112,174.193575778213,169.01674451508413,135.8829102112934,164.67755484127076,3.9810848776700976,0.019946634769439697,8
280,5.6,143.12942162913515,177.06911368947834,173.62394165002334,169.05689007567224,138.72479420857488,165.0154787144496,4.093166954104792,0.020112991333007812,8
281,5.62,135.2651637086736,176.22638528344683,173.501554411478,168.54040104977926,133.5176669181881,167.52976351634382,4.342719539667337,0.020815491676330566,8
282,5.64,135.99627908519184,175.70800802337428,173.44834033428108,168.28234767718158,134.8768245049709,169.28466142198576,4.524006187317191,0.020934253931045532,8
283,5.66,137.64646322378925,175.2472659251645,173.45338881560576,168.12910404325876,137.297692661931,170.0689192341279,4.735916996455168,0.02088192105293274,8
284,5.68,142.6030778913292,174.45700144072134,173.15685086885816,167.8310786793548,141.06455504348907,168.80192902590602,4.947020021153917,0.020895272493362427,8
285,5.7,147.25411353369591,174.02079430953194,173.17764465601135,167.46608995981813,145.814635747347,168.18828329729914,5.262475626982898,0.020872503519058228,8
286,5.72,154.34979967706158,173.38094696267459,172.5598575966087,166.94522799053522,153.80517017885072,168.2247324552269,5.555059184228999,0.0211276113986969,8
287,5.74,160.53085329677577,171.69261425531326,171.5079566491306,166.04367193243405,160.4261074987469,170.1072726558101,5.750695354691647,0.02146989107131958,8
288,5.76,163.35076486429722,170.60035515813254,171.34532607712492,165.54328385255883,163.43274202418905,170.2158409426158,5.776260376631775,0.02175930142402649,8
289,5.78,164.65571820470453,169.73480510963682,171.53838191875548,165.40111164220082,165.29125111609304,169.96446129756796,5.693313203003634,0.021947473287582397,8
290,5.8,165.47835510128365,169.6581816430435,171.73380958513425,165.49646003903933,166.1166560647112,170.3763672806358,5.638681582759517,0.02228519320487976,8
291,5.82,165.22131737357643,167.68109653054736,171.87025937056413,164.5629934328683,167.1512635604466,167.78368643086222,5.609572823688851,0.02293705940246582,8
292,5.84,166.80955063695387,167.5010490373235,171.74398377090975,164.22768257415962,170.85567752744623,169.27797728128175,5.63516903102081,0.023331016302108765,8
293,5.86,168.1519083607549,167.63903915940372,171.68234804982785,164.06013510072913,173.28222652982316,169.49796009690778,5.735997390386371,0.023502647876739502,8
294,5.88,168.5836278778185,168.7774715564834,171.7875364963565,163.94504299570795,173.1995262145962,170.54136650200692,5.762229922534785,0.023960918188095093,8
295,5.9,167.31807902999182,169.5983673197925,172.82641869155222,163.52632592596186,173.3259820573236,171.1484479649446,5.983369742840835,0.024363458156585693,8
296,5.92,167.29498583831636,170.7448650759872,173.59542962618886,163.47979082529352,174.20769535772013,172.2638324914531,6.1752028435940485,0.02466467022895813,8
297,5.94,167.74820972045228,171.5945483685726,173.93015964734624,163.73087536799414,175.0199304386535,172.69831546252723,6.111828057043196,0.02475002408027649,8
298,5.96,167.2693890840459,172.90488495890972,174.138191755825,164.4080603914854,174.8954576930907,173.70720189233032,5.997694743695794,0.024728238582611084,8
299,5.98,165.41857714838318,173.66222501133424,174.84990992054327,164.68566870220806,173.82407407672068,174.49197395552213,5.897132504346764,0.02474161982536316,8
300,6.0,165.6421036818882,174.2202030085371,175.222435757447,165.2754426055303,174.50642393921862,179.28928950449708,5.763748310043446,0.024671852588653564,8
301,6.02,165.30800420868113,175.05565935429047,175.77085069160535,165.7748574789203,174.22353561636686,176.42490677632674,5.554771360391691,0.02488088607788086,8
302,6.04,165.71434572589817,175.42792486269613,175.96232670522463,166.2743467188295,175.40030533103942,175.1053505195634,5.376555853258996,0.02461513876914978,8
303,6.06,166.5610327452137,176.49310390299019,176.36783858735788,166.95282763999725,178.35211406519133,172.5609641329023,5.155488731153048,0.024158835411071777,8
304,6.08,164.42277876182743,177.983067292458,177.7799161821536,167.98440928930268,179.40463770816447,168.9544582718422,4.63871708266639,0.023811936378479004,8
305,6.1,163.18516348926858,179.07344332441062,178.13119193844156,168.73868064004435,179.08675393948064,168.26832589256585,4.182110204358455,0.02363032102584839,8
306,6.12,162.8638126972947,179.86049183317607,178.45580468654694,169.62329401425126,179.9034327132558,167.1575341853303,3.6608220912753255,0.023075580596923828,8
307,6.14,163.70224455876692,178.98477162095386,177.39214504849727,170.2464606444792,179.59661058759315,165.01377321902103,3.056505944831236,0.02300897240638733,8
308,6.16,164.07851936928134,178.33512340188352,176.69508874048617,170.92122304236716,177.87668160414336,165.22815149314113,2.582836821790459,0.02268904447555542,8
309,6.18,164.37605582057077,177.5714616620464,176.575252191501,171.78119057161948,178.39329355124275,163.68083052453392,1.9744904149547484,0.02229076623916626,8
310,6.2,163.7317308699595,177.15407421664116,175.8860670551647,173.15089322330263,173.1232319483361,164.54360719883306,1.09451382413544,0.022248834371566772,8
311,6.22,163.80529722312394,177.18138114037737,175.23273052947636,173.80380363893957,169.0436811469454,164.89310795773233,0.5442612732365243,0.022173911333084106,8
312,6.24,164.37554513799915,177.7158887385278,174.69707586478526,174.01812961651018,169.26238085894636,166.02110120235858,0.1879813736144709,0.02178594470024109,8
313,6.26,165.15443212091103,178.24126861694234,173.76512946688015,174.16194608874028,167.34198790194554,166.93022926460893,0.28149645877228185,0.021197617053985596,8
314,6.28,166.02332714774622,179.69910826152005,173.33938624858504,174.40740172004425,167.87130121537106,171.5691430819016,0.6462974650677075,0.01948186755180359,8
315,6.3,166.6455704426304,179.5495119928497,173.55321046631045,174.66056772721637,169.36992188407095,172.66506757540566,0.8383834763133927,0.018384426832199097,8
316,6.32,168.50990272635218,179.64444741593422,173.05301490199665,174.77921407345104,171.56138651127824,174.6457817045292,0.9738206149872904,0.01700061559677124,8
317,6.34,169.53579458195642,179.92675991939913,172.60983469604744,174.775115658807,172.7185568715278,177.6018549011526,1.1502337595958856,0.015943527221679688,8
318,6.36,169.78702851330218,179.88508091221445,172.67143885361023,174.9948135039938,175.57998458189707,178.50775122225045,1.2789497887119439,0.015228360891342163,8
319,6.38,169.45739678214483,179.78145532850561,172.78439130328735,175.2716997907631,175.05884939603715,179.84387240892377,1.4793008963312062,0.014949619770050049,8
320,6.4,169.9095699357751,178.66533511979353,172.71256709352474,175.07448144243057,173.84742022302834,177.12640794911024,1.6511374148792932,0.014326989650726318,8
321,6.42,169.70940962642032,176.83263039631856,172.86049360502193,174.11186729666184,173.28303156603494,173.9552224006171,1.8099754273873307,0.014122694730758667,8
322,6.44,169.2540996957947,176.08366110711188,173.04786543410725,173.76137863044596,173.85026473504894,173.67923747099582,1.9307347523348752,0.014127224683761597,8
323,6.46,169.37737130786863,175.6915254892992,173.18509159637162,173.6444499772808,174.80690462125028,173.43939642543765,1.9718233742715918,0.013889014720916748,8
324,6.48,169.7993251461632,175.24759880884866,172.9911731638504,173.6300280311686,175.86290468748481,173.153712125838,2.127890829911022,0.013628482818603516,8
325,6.5,170.57523306157762,175.27430421933107,172.81355087315268,173.8162358076791,178.28609250189498,173.0318258742556,2.2580389052948067,0.013106316328048706,8
326,6.52,170.97704665093804,174.94236126300137,173.04125855350532,173.716882304636,179.80650450966525,172.80675614258553,2.2412634283085904,0.012699782848358154,8
327,6.54,171.71036040406887,174.51426314454193,173.0423386456726,173.65765392239132,178.05659155112238,172.41617822756234,2.2074265967963655,0.011995792388916016,8
328,6.56,171.942912900486,173.95543607711562,173.45333325548896,173.69242212594608,176.2777110144986,172.4728995800565,2.191160234565487,0.01124197244644165,8
329,6.58,171.838657454146,172.7233881958932,173.8070788376439,173.67546840935702,175.4451997622433,168.93930808107694,2.1894407555527913,0.010045021772384644,8
330,6.6,172.01297492231336,171.83798592432257,173.80969858919806,173.69230888310562,175.47947857459167,166.46735468418865,2.282066496804456,0.00954526662826538,9
331,6.62,173.4762504033337,171.02662997582152,173.38517572085487,173.88373127665616,172.40578272251182,164.88851067233435,2.4207351515621163,0.008689552545547485,9
332,6.64,174.03543252933338,170.22285225657032,173.06873670574902,174.0924340513985,171.25674773627267,163.87012785424682,2.6412906094209845,0.007414281368255615,9
333,6.66,174.64210828622734,168.80080407158502,173.12898477428936,174.15961802386556,169.3014085378569,159.54257519719684,2.8185670021192175,0.005084514617919922,9
334,6.68,175.10583886075906,166.56551592722005,172.91456708607828,174.03781629083466,167.8383447242996,156.59967951664544,2.9932765353674684,0.003885209560394287,9
335,6.7,175.04532661658507,166.09023907369988,172.87362028865,174.08016642943338,171.881479974826,152.19439314588902,3.1479538743216153,0.0033806264400482178,9
336,6.72,174.39672757552813,164.58415287198787,173.1654079163899,174.1562977239211,177.1545332118969,147.74392846760915,3.31097653046419,0.003271251916885376,10
337,6.74,174.8270632816125,163.56114108236375,173.23094642178702,174.13596463952825,179.23087232076392,146.37737058096323,3.428958536053389,0.002245306968688965,10
338,6.76,175.1420211569075,159.59515496182487,172.76367959354315,174.21693658451758,178.7913564926689,142.77771018386483,3.548013439659883,0.0029008686542510986,10
339,6.78,175.15169516483215,156.73438007163568,172.42332246741225,174.12522050552366,178.9192064536639,140.11378847482658,3.7231229364069067,0.003081977367401123,10
340,6.8,175.27569339797054,154.98817661978842,172.1843454826779,174.20802471486806,178.52048024996293,139.3670838328458,3.904886373845914,0.0032992660999298096,10
341,6.82,175.38149526917485,151.9326701361715,172.0281456735553,173.67498978119158,179.54607821759942,138.8959964141343,3.983396206454705,0.004054814577102661,10
342,6.84,175.9636370044261,154.14906683796877,171.50573656307566,173.25952945109682,179.07203555433696,141.1387339902894,4.047688207370135,0.00457918643951416,10
343,6.86,176.2323790781447,152.69474394225958,171.26486882598195,172.69764718250414,179.0576698754287,145.1120112320511,4.090299021732077,0.005637139081954956,10
344,6.88,176.26731559329116,151.0524525537521,171.2193781283824,171.51108115615835,179.78319365339087,154.51777916684415,4.203376957782525,0.00973781943321228,10
345,6.9,176.8680887577855,150.0215486332302,170.9311357350184,170.9546146867733,178.68174449170456,149.87288771499937,4.29990222765743,0.00907909870147705,10
346,6.92,177.1144768261413,150.57432485764053,170.99033920635418,170.6853625733864,177.6050671595671,157.64925657056523,4.318162367685155,0.009956985712051392,11
347,6.94,177.34797801947863,152.56221909836074,171.03129381651,170.54123654748352,176.9632048376556,165.9619209158574,4.333162316095995,0.011340916156768799,11
348,6.96,177.51896297786521,146.70135841868372,171.02343770171427,171.02744647761182,175.92282499403674,160.3705770526155,4.708628793328356,0.011256217956542969,11
349,6.98,177.61790230327043,147.47652937716833,171.11286863608794,171.4560588872219,174.75645606964383,162.12008532930963,4.879534908815404,0.011161834001541138,11
350,7.0,177.45438474454173,144.39017404916814,171.5104105925735,171.22748949413753,173.53432533134668,159.76261600677546,5.11983247393612,0.010793238878250122,11
351,7.02,175.5553037611725,136.57599994699194,172.83417378525994,170.56789255460492,174.02198951024315,152.52814348820135,5.109673535662924,0.010334610939025879,11
352,7.04,175.00067698953492,129.33197821477424,173.5245820928352,170.2810426599634,173.7638172322948,143.39348612868793,4.998492710686683,0.009875863790512085,11
353,7.06,174.2319213835694,128.66867633677768,174.64715660568444,168.75327663415771,173.28672904321593,144.59311408177174,4.804978617961875,0.009614229202270508,11
354,7.08,173.4148710678519,122.68369611740547,176.25332112218274,168.36833841625798,173.69484242641659,139.36710458460274,4.2651475925912905,0.009510129690170288,12
355,7.1,173.3666440747085,110.99646151828685,176.90721173504724,168.14715209850874,174.01776173884474,125.43650783678859,4.026978691837906,0.009718924760818481,12
356,7.12,173.31348714938653,115.2790851660209,177.1800779523248,168.23580006509425,174.25250838806778,129.60843608153397,3.9286774200502874,0.011691033840179443,12
357,7.14,173.33011420001873,121.25369880285444,177.4942527586243,168.1571201110104,174.55612334135964,138.14544461231208,3.7960420220226414,0.013794392347335815,12
358,7.16,173.13429823571002,122.40161259003807,177.66863703212235,168.16357467744848,177.53978229874204,128.1680900598079,3.7310703683870377,0.014542967081069946,12
359,7.18,172.81832053583776,124.65901685107727,177.9609785927363,168.141881775476,178.45331738526937,126.148892925791,3.553670212902175,0.015295684337615967,12
360,7.2,173.1318402069727,132.1460748601579,177.88079198656848,168.31246881468553,177.2831508376416,132.4692247318189,3.4812904983067843,0.016142278909683228,12
